,Unnamed: 0,event.start,event.end,@timestamp,agent.ephemeral_id,destination.bytes,destination.ip,destination.mac,destination.packets,destination.port,event.duration,event.type,flow.final,flow.id,host.ip,host.mac,network.bytes,network.community_id,network.packets,network.transport,network.type,source.bytes,source.ip,source.mac,source.packets,source.port,Binary
1110,246,79,75,2,0,0,0,0,0,129,0,0,0,114,1,1,0,123,0,0,0,0,0,0,0,148,1
1111,596,153,148,29,0,1,0,0,1,444,212,0,0,137,1,1,1,29,1,0,0,0,0,0,0,116,0
1112,12,12,11,0,0,0,0,0,0,62,0,1,1,9,1,1,0,26,0,0,0,0,0,0,0,356,0
1113,217,73,69,3,0,0,0,0,0,123,0,0,0,56,1,1,0,38,0,0,0,0,0,0,0,397,1
1114,596,153,148,29,0,1,0,0,1,143,60,0,0,137,1,1,1,29,1,0,0,0,0,0,0,534,0
1115,149,61,57,2,0,0,0,0,0,111,0,0,0,117,1,1,0,84,0,0,0,0,0,0,0,277,1
1116,542,141,134,14,0,0,0,0,0,13,14,0,0,70,1,1,2,132,1,0,0,1,0,0,1,481,1
1117,287,89,84,3,0,0,0,0,0,139,0,0,0,3,1,1,0,79,0,0,0,0,0,0,0,398,1
1118,425,127,120,8,0,0,0,0,0,177,0,0,0,116,1,1,0,111,0,0,0,0,0,0,0,332,1
1119,596,153,148,29,0,1,0,0,1,116,74,0,0,137,1,1,1,29,1,0,0,0,0,0,0,58,0
1120,596,153,148,29,0,1,0,0,1,468,91,0,0,137,1,1,1,29,1,0,0,0,0,0,0,490,0
1121,596,153,148,29,0,1,0,0,1,217,159,0,0,137,1,1,1,29,1,0,0,0,0,0,0,442,0
1122,466,132,125,14,0,0,0,0,0,4,0,0,0,10,1,1,0,82,0,0,0,0,0,0,0,435,1
1123,545,142,134,15,0,0,0,0,0,14,0,0,0,8,1,1,0,21,0,0,0,0,0,0,0,356,1
1124,596,153,148,29,0,1,0,0,1,253,76,0,0,137,1,1,1,29,1,0,0,0,0,0,0,469,0
1125,596,153,148,29,0,1,0,0,1,229,57,0,0,137,1,1,1,29,1,0,0,0,0,0,0,170,0
1126,596,153,148,29,0,1,0,0,1,149,73,0,0,137,1,1,1,29,1,0,0,0,0,0,0,340,0
1127,373,108,102,5,0,0,0,0,0,158,0,0,0,123,1,1,0,115,0,0,0,0,0,0,0,104,1
1128,414,121,115,7,0,0,0,0,0,171,0,0,0,16,1,1,0,56,0,0,0,0,0,0,0,505,1
1129,596,153,148,29,0,1,0,0,1,190,56,0,0,137,1,1,1,29,1,0,0,0,0,0,0,350,0
1130,596,153,148,29,0,1,0,0,1,429,125,0,0,137,1,1,1,29,1,0,0,0,0,0,0,476,0
1131,343,100,95,7,0,0,0,0,0,150,11,0,0,72,1,1,2,70,1,0,0,1,0,0,1,118,0
1132,28,28,27,0,0,0,0,0,0,78,0,1,1,48,1,1,0,112,0,0,0,0,0,0,0,596,1
1133,596,153,148,29,0,1,0,0,1,413,202,0,0,137,1,1,1,29,1,0,0,0,0,0,0,488,0
1134,252,80,76,6,0,0,0,0,0,130,0,1,1,46,1,1,0,142,0,0,0,0,0,0,0,144,1
1135,26,26,25,0,1,2,0,0,2,76,50,0,0,153,0,0,4,151,4,0,0,2,0,0,2,335,0
1136,354,103,97,5,0,0,0,0,0,153,0,0,0,31,1,1,0,54,0,0,0,0,0,0,0,456,0
1137,561,143,136,19,0,0,0,0,0,0,35,0,0,122,1,1,4,90,3,0,0,4,0,0,3,24,1
1138,596,153,148,29,0,1,0,0,1,111,59,0,0,137,1,1,1,29,1,0,0,0,0,0,0,96,0
1139,57,38,36,1,0,0,0,0,0,88,0,0,0,134,1,1,0,110,0,0,0,0,0,0,0,39,1
1140,311,94,89,4,0,0,0,0,0,144,0,0,0,51,1,1,0,128,0,0,0,0,0,0,0,37,1
1141,357,104,98,8,0,0,0,0,0,154,0,0,0,75,1,1,0,100,0,0,0,0,0,0,0,574,1
1142,174,65,61,6,0,0,0,0,0,115,0,1,1,98,1,1,0,55,0,0,0,0,0,0,0,217,1
1143,92,46,43,1,0,0,0,0,0,96,0,0,0,73,1,1,0,95,0,0,0,0,0,0,0,79,1
1144,589,150,145,29,0,0,0,0,0,7,0,0,0,0,1,1,0,125,0,0,0,0,0,0,0,381,1
1145,40,33,32,2,0,0,0,0,0,83,0,0,0,130,1,1,0,43,0,0,0,0,0,0,0,358,1
1146,527,139,132,13,0,0,0,0,0,11,0,0,0,128,1,1,0,74,0,0,0,0,0,0,0,218,1
1147,587,149,144,29,0,0,0,0,0,6,0,0,0,79,1,1,0,120,0,0,0,0,0,0,0,35,1
1148,596,153,148,29,0,1,0,0,1,147,79,0,0,137,1,1,1,29,1,0,0,0,0,0,0,166,0
1149,311,94,89,4,0,0,0,0,0,144,0,0,0,51,1,1,0,128,0,0,0,0,0,0,0,37,1
1150,491,135,128,16,0,0,0,0,0,7,0,1,1,12,1,1,0,19,0,0,0,0,0,0,0,380,1
1151,364,105,99,8,0,0,0,0,0,155,0,0,0,91,1,1,0,65,0,0,0,0,0,0,0,508,1
1152,596,153,148,29,0,1,0,0,1,209,228,0,0,137,1,1,1,29,1,0,0,0,0,0,0,310,0
1153,596,153,148,29,0,1,0,0,1,71,205,0,0,137,1,1,1,29,1,0,0,0,0,0,0,289,0
1154,486,134,127,13,0,0,0,0,0,6,0,0,0,69,1,1,0,46,0,0,0,0,0,0,0,34,1
1155,382,110,104,7,0,0,0,0,0,160,0,0,0,118,1,1,0,40,0,0,0,0,0,0,0,55,1
1156,596,153,148,29,0,1,0,0,1,195,78,0,0,137,1,1,1,29,1,0,0,0,0,0,0,313,0
1157,297,91,86,6,0,0,0,0,0,141,0,0,0,148,1,1,0,93,0,0,0,0,0,0,0,101,1
1158,293,90,85,7,0,0,0,0,0,140,0,0,0,22,1,1,0,118,0,0,0,0,0,0,0,77,1
1159,596,153,148,29,0,1,0,0,1,464,67,0,0,137,1,1,1,29,1,0,0,0,0,0,0,384,0
1160,501,136,129,14,0,0,0,0,0,8,0,0,0,58,1,1,0,144,0,0,0,0,0,0,0,102,1
1161,147,61,57,3,0,0,0,0,0,111,0,0,0,117,1,1,0,84,0,0,0,0,0,0,0,277,1
1162,596,153,148,29,0,1,0,0,1,36,91,0,0,137,1,1,1,29,1,0,0,0,0,0,0,42,0
1163,473,133,126,15,0,0,0,0,0,5,0,0,0,113,1,1,0,91,0,0,0,0,0,0,0,148,1
1164,424,126,119,8,0,0,0,0,0,176,0,0,0,99,1,1,0,31,0,0,0,0,0,0,0,54,1
1165,26,26,25,0,1,2,0,0,2,76,50,0,0,153,0,0,4,151,4,0,0,2,0,0,2,335,0
1166,428,128,121,10,0,0,0,0,0,0,121,0,0,120,1,1,8,60,5,0,0,6,0,0,5,23,1
1167,344,100,95,5,0,0,0,0,0,150,11,0,0,72,1,1,2,70,1,0,0,1,0,0,1,118,1
1168,394,114,108,8,0,0,0,0,0,164,0,0,0,151,1,1,0,146,0,0,0,0,0,0,0,241,1
1169,581,146,141,29,0,0,0,0,0,3,0,0,0,42,1,1,0,86,0,0,0,0,0,0,0,573,1
1170,168,64,60,4,0,0,0,0,0,114,0,0,0,103,1,1,0,113,0,0,0,0,0,0,0,163,1
1171,596,153,148,29,0,1,0,0,1,459,5,0,0,137,1,1,1,29,1,0,0,0,0,0,0,143,0
1172,596,153,148,29,0,1,0,0,1,354,82,0,0,137,1,1,1,29,1,0,0,0,0,0,0,28,0
1173,62,39,37,3,0,0,0,0,0,89,0,1,1,139,1,1,0,101,0,0,0,0,0,0,0,333,1
1174,596,153,148,29,0,1,0,0,1,425,138,0,0,137,1,1,1,29,1,0,0,0,0,0,0,424,0
1175,596,153,148,29,0,1,0,0,1,34,203,0,0,137,1,1,1,29,1,0,0,0,0,0,0,66,0
1176,0,0,0,0,0,0,0,0,0,50,0,1,1,2,1,1,0,98,0,0,0,0,0,0,0,595,1
1177,401,116,110,6,0,0,0,0,0,166,0,0,0,7,1,1,0,14,0,0,0,0,0,0,0,236,1
1178,336,99,94,5,0,0,0,0,0,149,0,0,0,82,1,1,0,99,0,0,0,0,0,0,0,376,1
1179,71,41,39,0,0,0,0,0,0,91,0,0,0,127,1,1,0,97,0,0,0,0,0,0,0,507,1
1180,453,131,124,15,0,0,0,0,0,3,0,0,0,39,1,1,0,137,0,0,0,0,0,0,0,572,1
1181,247,79,75,3,0,0,0,0,0,129,0,0,0,114,1,1,0,123,0,0,0,0,0,0,0,148,1
1182,596,153,148,29,0,1,0,0,1,168,53,0,0,137,1,1,1,29,1,0,0,0,0,0,0,493,0
1183,596,153,148,29,0,1,0,0,1,450,77,0,0,137,1,1,1,29,1,0,0,0,0,0,0,423,0
1184,385,111,105,8,0,0,0,0,0,161,0,0,0,101,1,1,0,23,0,0,0,0,0,0,0,455,1
1185,369,107,101,6,0,0,0,0,0,157,0,0,0,133,1,1,0,135,0,0,0,0,0,0,0,401,1
1186,442,129,122,13,0,0,0,0,0,1,0,0,0,37,1,1,0,34,0,0,0,0,0,0,0,555,1
1187,596,153,148,29,0,1,0,0,1,325,75,0,0,137,1,1,1,29,1,0,0,0,0,0,0,69,0
1188,596,153,148,29,0,1,0,0,1,228,69,0,0,137,1,1,1,29,1,0,0,0,0,0,0,197,0
1189,131,56,53,2,0,0,0,0,0,106,0,0,0,77,1,1,0,138,0,0,0,0,0,0,0,146,1
1190,596,153,148,29,0,1,0,0,1,48,76,0,0,137,1,1,1,29,1,0,0,0,0,0,0,89,0
1191,325,96,91,7,0,0,0,0,0,146,0,0,0,100,1,1,0,141,0,0,0,0,0,0,0,22,1
1192,596,153,148,29,0,1,0,0,1,344,75,0,0,137,1,1,1,29,1,0,0,0,0,0,0,338,0
1193,596,153,148,29,0,1,0,0,1,363,99,0,0,137,1,1,1,29,1,0,0,0,0,0,0,462,0
1194,596,153,148,29,0,1,0,0,1,18,202,0,0,137,1,1,1,29,1,0,0,0,0,0,0,9,0
1195,596,153,148,29,0,1,0,0,1,341,138,0,0,137,1,1,1,29,1,0,0,0,0,0,0,533,0
1196,596,153,148,29,0,1,0,0,1,293,93,0,0,137,1,1,1,29,1,0,0,0,0,0,0,583,0
1197,33,32,31,3,0,0,0,0,0,82,0,1,1,54,1,1,0,52,0,0,0,0,0,0,0,598,1
1198,596,153,148,29,0,1,0,0,1,131,77,0,0,137,1,1,1,29,1,0,0,0,0,0,0,210,0
1199,596,153,148,29,0,1,0,0,1,426,169,0,0,137,1,1,1,29,1,0,0,0,0,0,0,385,0
1200,120,53,50,0,0,0,0,0,0,103,0,0,0,11,1,1,0,1,0,0,0,0,0,0,0,506,1
1201,596,153,148,29,0,1,0,0,1,176,27,0,0,137,1,1,1,29,1,0,0,0,0,0,0,233,0
1202,500,136,129,13,0,0,0,0,0,8,0,0,0,58,1,1,0,144,0,0,0,0,0,0,0,102,1
1203,461,131,124,12,0,0,0,0,0,3,0,0,0,39,1,1,0,137,0,0,0,0,0,0,0,572,1
1204,593,152,147,29,0,0,0,0,0,9,0,0,0,144,1,1,0,35,0,0,0,0,0,0,0,107,0
1205,263,83,79,3,0,0,0,0,0,133,0,0,0,66,1,1,0,117,0,0,0,0,0,0,0,374,1
1206,212,72,68,2,0,0,0,0,0,122,0,0,0,49,1,1,0,149,0,0,0,0,0,0,0,19,1
1207,329,97,92,7,0,0,0,0,0,147,0,0,0,43,1,1,0,61,0,0,0,0,0,0,0,120,1
1208,340,99,94,4,0,0,0,0,0,149,0,0,0,82,1,1,0,99,0,0,0,0,0,0,0,376,1
1209,596,153,148,29,0,1,0,0,1,20,105,0,0,137,1,1,1,29,1,0,0,0,0,0,0,222,0
1210,596,153,148,29,0,1,0,0,1,271,41,0,0,137,1,1,1,29,1,0,0,0,0,0,0,549,0
1211,227,75,71,5,0,0,0,0,0,125,0,0,0,64,1,1,0,109,0,0,0,0,0,0,0,145,1
1212,301,92,87,7,0,0,0,0,0,142,0,0,0,17,1,1,0,153,0,0,0,0,0,0,0,575,1
1213,451,130,123,13,0,0,0,0,0,2,0,0,0,105,1,1,0,59,0,0,0,0,0,0,0,52,1
1214,60,38,36,3,0,0,0,0,0,88,0,1,1,134,1,1,0,110,0,0,0,0,0,0,0,39,1
1215,596,153,148,29,0,1,0,0,1,242,73,0,0,137,1,1,1,29,1,0,0,0,0,0,0,86,0
1216,399,116,110,7,0,0,0,0,0,166,0,0,0,7,1,1,0,14,0,0,0,0,0,0,0,236,1
1217,312,94,89,6,0,0,0,0,0,144,0,0,0,51,1,1,0,128,0,0,0,0,0,0,0,37,1
1218,319,95,90,7,0,0,0,0,0,145,0,0,0,32,1,1,0,92,0,0,0,0,0,0,0,484,1
1219,299,91,86,5,0,0,0,0,0,141,0,0,0,148,1,1,0,93,0,0,0,0,0,0,0,101,1
1220,164,63,59,4,0,0,0,0,0,113,0,0,0,20,1,1,0,140,0,0,0,0,0,0,0,485,1
1221,465,132,125,15,0,0,0,0,0,4,0,0,0,10,1,1,0,82,0,0,0,0,0,0,0,435,1
1222,596,153,148,29,0,1,0,0,1,312,94,0,0,137,1,1,1,29,1,0,0,0,0,0,0,160,1
1223,596,153,148,29,0,1,0,0,1,385,201,0,0,137,1,1,1,29,1,0,0,0,0,0,0,303,0
1224,596,153,148,29,0,1,0,0,1,228,69,0,0,137,1,1,1,29,1,0,0,0,0,0,0,197,1
1225,596,153,148,29,0,1,0,0,1,48,76,0,0,137,1,1,1,29,1,0,0,0,0,0,0,89,1
1226,596,153,148,29,0,1,0,0,1,344,75,0,0,137,1,1,1,29,1,0,0,0,0,0,0,338,1
1227,596,153,148,29,0,1,0,0,1,363,99,0,0,137,1,1,1,29,1,0,0,0,0,0,0,462,1
1228,596,153,148,29,0,1,0,0,1,18,202,0,0,137,1,1,1,29,1,0,0,0,0,0,0,9,1
1229,596,153,148,29,0,1,0,0,1,341,138,0,0,137,1,1,1,29,1,0,0,0,0,0,0,533,1
1230,596,153,148,29,0,1,0,0,1,293,93,0,0,137,1,1,1,29,1,0,0,0,0,0,0,583,1
1231,596,153,148,29,0,1,0,0,1,131,77,0,0,137,1,1,1,29,1,0,0,0,0,0,0,210,1
1232,596,153,148,29,0,1,0,0,1,426,169,0,0,137,1,1,1,29,1,0,0,0,0,0,0,385,1
1233,596,153,148,29,0,1,0,0,1,176,27,0,0,137,1,1,1,29,1,0,0,0,0,0,0,233,1
1234,593,152,147,29,0,0,0,0,0,9,0,0,0,144,1,1,0,35,0,0,0,0,0,0,0,107,1
1235,596,153,148,29,0,1,0,0,1,20,105,0,0,137,1,1,1,29,1,0,0,0,0,0,0,222,1
1236,596,153,148,29,0,1,0,0,1,271,41,0,0,137,1,1,1,29,1,0,0,0,0,0,0,549,1
1237,596,153,148,29,0,1,0,0,1,242,73,0,0,137,1,1,1,29,1,0,0,0,0,0,0,86,0
1238,596,153,148,29,0,1,0,0,1,385,201,0,0,137,1,1,1,29,1,0,0,0,0,0,0,303,0
1239,596,153,148,29,0,1,0,0,1,18,202,0,0,137,1,1,1,29,1,0,0,0,0,0,0,9,0
1240,596,153,148,29,0,1,0,0,1,341,138,0,0,137,1,1,1,29,1,0,0,0,0,0,0,533,0
1241,596,153,148,29,0,1,0,0,1,293,93,0,0,137,1,1,1,29,1,0,0,0,0,0,0,583,0
1242,596,153,148,29,0,1,0,0,1,131,77,0,0,137,1,1,1,29,1,0,0,0,0,0,0,210,0
1243,596,153,148,29,0,1,0,0,1,426,169,0,0,137,1,1,1,29,1,0,0,0,0,0,0,385,0
1244,596,153,148,29,0,1,0,0,1,176,27,0,0,137,1,1,1,29,1,0,0,0,0,0,0,233,0
1245,593,152,147,29,0,0,0,0,0,9,0,0,0,144,1,1,0,35,0,0,0,0,0,0,0,107,0
1246,596,153,148,29,0,1,0,0,1,20,105,0,0,137,1,1,1,29,1,0,0,0,0,0,0,222,0
1247,596,153,148,29,0,1,0,0,1,271,41,0,0,137,1,1,1,29,1,0,0,0,0,0,0,549,0
1248,596,153,148,29,0,1,0,0,1,242,73,0,0,137,1,1,1,29,1,0,0,0,0,0,0,86,0
1249,596,153,148,29,0,1,0,0,1,385,201,0,0,137,1,1,1,29,1,0,0,0,0,0,0,303,0
1250,596,153,148,29,0,1,0,0,1,228,69,0,0,137,1,1,1,29,1,0,0,0,0,0,0,197,1
1251,596,153,148,29,0,1,0,0,1,48,76,0,0,137,1,1,1,29,1,0,0,0,0,0,0,89,1
1252,596,153,148,29,0,1,0,0,1,344,75,0,0,137,1,1,1,29,1,0,0,0,0,0,0,338,1
1253,596,153,148,29,0,1,0,0,1,363,99,0,0,137,1,1,1,29,1,0,0,0,0,0,0,462,1
1254,596,153,148,29,0,1,0,0,1,18,202,0,0,137,1,1,1,29,1,0,0,0,0,0,0,9,1
1255,596,153,148,29,0,1,0,0,1,341,138,0,0,137,1,1,1,29,1,0,0,0,0,0,0,533,1
1256,596,153,148,29,0,1,0,0,1,293,93,0,0,137,1,1,1,29,1,0,0,0,0,0,0,583,1
1257,596,153,148,29,0,1,0,0,1,131,77,0,0,137,1,1,1,29,1,0,0,0,0,0,0,210,1
1258,596,153,148,29,0,1,0,0,1,426,169,0,0,137,1,1,1,29,1,0,0,0,0,0,0,385,1
1259,596,153,148,29,0,1,0,0,1,176,27,0,0,137,1,1,1,29,1,0,0,0,0,0,0,233,1
1260,593,152,147,29,0,0,0,0,0,9,0,0,0,144,1,1,0,35,0,0,0,0,0,0,0,107,1
1261,596,153,148,29,0,1,0,0,1,20,105,0,0,137,1,1,1,29,1,0,0,0,0,0,0,222,1
1262,596,153,148,29,0,1,0,0,1,271,41,0,0,137,1,1,1,29,1,0,0,0,0,0,0,549,1
